Start Time		End Time		Location	Activity
----------		--------		--------	--------
2012-11-26 12:27:47	2012-11-26 12:27:51	Door Kitchen		Spare_Time/TV
2012-11-26 12:29:21	2012-11-26 12:29:23	Door Kitchen		Spare_Time/TV
2012-11-26 12:32:13	2012-11-26 12:32:16	Door Bathroom		Spare_Time/TV
2012-11-26 12:32:27	2012-11-26 12:50:23	Seat		Spare_Time/TV
2012-11-26 12:51:43	2012-11-26 12:51:45	Door Bathroom		Spare_Time/TV
2012-11-26 12:52:02	2012-11-26 12:52:06	Maindoor		Leaving
2012-11-26 18:54:51	2012-11-26 18:54:57	Maindoor		Leaving
2012-11-26 19:00:25	2012-11-26 19:01:29	Toilet		Toileting
2012-11-26 19:09:02	2012-11-26 19:09:06	Door Kitchen		Spare_Time/TV
2012-11-26 19:09:26	2012-11-26 19:09:28	Door Kitchen		Spare_Time/TV
2012-11-26 19:09:44	2012-11-26 19:09:47	Door Bathroom		Spare_Time/TV
2012-11-26 21:03:46	2012-11-26 21:03:49	Door Bathroom		Spare_Time/TV
2012-11-26 21:17:39	2012-11-26 21:17:42	Door Bathroom		Leaving
2012-11-26 21:17:50	2012-11-26 21:18:03	Maindoor		Leaving
2012-11-27 01:27:16	2012-11-27 01:27:19	Maindoor		Leaving
2012-11-27 01:37:03	2012-11-27 01:38:03	Basin		Grooming
2012-11-27 01:42:11	2012-11-27 01:43:12	Basin		Grooming
2012-11-27 01:43:31	2012-11-27 01:43:36	Door Bedroom		Grooming
2012-11-27 01:43:31	2012-11-27 01:43:36	Door Bedroom		Sleeping
2012-11-27 01:44:14	2012-11-27 10:12:15	Bed		Sleeping
2012-11-27 10:12:42	2012-11-27 10:12:45	Door Bedroom		Sleeping
2012-11-27 10:18:13	2012-11-27 10:19:32	Toilet		Toileting
2012-11-27 10:19:36	2012-11-27 10:19:39	Door Bathroom		Toileting
2012-11-27 10:20:26	2012-11-27 10:20:29	Door Bathroom		Breakfast
2012-11-27 10:20:43	2012-11-27 10:20:45	Door Kitchen		Breakfast
2012-11-27 10:22:23	2012-11-27 10:22:27	Fridge		Breakfast
2012-11-27 10:22:54	2012-11-27 10:22:55	Fridge		Breakfast
2012-11-27 10:30:35	2012-11-27 10:30:37	Door Kitchen		Breakfast
2012-11-27 10:46:02	2012-11-27 10:46:06	Door Bedroom		Spare_Time/TV
2012-11-27 10:46:15	2012-11-27 10:46:17	Door Bathroom		Spare_Time/TV
2012-11-27 10:47:08	2012-11-27 11:43:57	Seat		Spare_Time/TV
2012-11-27 11:44:07	2012-11-27 11:44:11	Door Bathroom		Spare_Time/TV
2012-11-27 11:44:23	2012-11-27 11:44:26	Door Kitchen		Spare_Time/TV
2012-11-27 11:53:17	2012-11-27 11:53:20	Basin		Grooming
2012-11-27 11:53:55	2012-11-27 11:53:58	Door Kitchen		Grooming
2012-11-27 11:54:15	2012-11-27 11:54:22	Fridge		Snack
2012-11-27 11:54:26	2012-11-27 11:54:29	Door Kitchen		Snack
2012-11-27 11:54:55	2012-11-27 11:54:59	Door Bedroom		Snack
2012-11-27 11:58:46	2012-11-27 11:58:50	Door Bedroom		Spare_Time/TV
2012-11-27 11:58:53	2012-11-27 11:58:57	Door Bathroom		Spare_Time/TV
2012-11-27 11:59:07	2012-11-27 12:22:01	Seat		Spare_Time/TV
2012-11-27 12:23:16	2012-11-27 12:23:20	Door Bathroom		Spare_Time/TV
2012-11-27 12:23:30	2012-11-27 12:23:33	Door Kitchen		Spare_Time/TV
2012-11-27 12:26:04	2012-11-27 12:26:06	Door Bathroom		Spare_Time/TV
2012-11-27 12:27:37	2012-11-27 13:21:17	Seat		Spare_Time/TV
2012-11-27 13:22:07	2012-11-27 13:22:11	Door Bathroom		Spare_Time/TV
2012-11-27 13:22:22	2012-11-27 13:22:25	Door Kitchen		Spare_Time/TV
2012-11-27 13:32:22	2012-11-27 13:40:44	Basin		Grooming
2012-11-27 13:41:52	2012-11-27 13:53:52	Shower		Showering
2012-11-27 13:54:28	2012-11-27 13:54:58	Basin		Grooming
2012-11-27 14:10:54	2012-11-27 14:10:57	Door Bathroom		Spare_Time/TV
2012-11-27 14:11:16	2012-11-27 14:33:17	Seat		Spare_Time/TV
2012-11-27 14:34:18	2012-11-27 14:34:21	Door Bathroom		Spare_Time/TV
2012-11-27 14:38:03	2012-11-27 14:38:07	Maindoor		Leaving
2012-11-27 16:14:45	2012-11-27 16:14:50	Maindoor		Leaving
2012-11-27 16:22:05	2012-11-27 16:22:08	Door Bathroom		Spare_Time/TV
2012-11-27 16:23:18	2012-11-27 18:49:16	Seat		Spare_Time/TV
2012-11-27 18:50:57	2012-11-27 18:50:59	Door Bathroom		Spare_Time/TV
2012-11-27 19:11:22	2012-11-27 19:11:24	Door Kitchen		Spare_Time/TV
2012-11-27 19:11:37	2012-11-27 19:11:40	Door Bathroom		Spare_Time/TV
2012-11-27 19:36:07	2012-11-27 19:36:10	Door Bathroom		Spare_Time/TV
2012-11-27 19:37:14	2012-11-27 19:37:17	Door Bathroom		Spare_Time/TV
2012-11-27 19:44:49	2012-11-27 19:44:51	Door Bathroom		Spare_Time/TV
2012-11-27 19:46:15	2012-11-27 19:46:18	Door Kitchen		Snack
2012-11-27 19:46:24	2012-11-27 19:46:40	Fridge		Snack
2012-11-27 19:46:53	2012-11-27 19:46:56	Door Kitchen		Snack
2012-11-27 19:47:07	2012-11-27 19:47:09	Door Bathroom		Spare_Time/TV
2012-11-27 19:48:08	2012-11-27 19:58:24	Seat		Spare_Time/TV
2012-11-27 20:59:50	2012-11-27 20:59:53	Door Bathroom		Spare_Time/TV
2012-11-27 21:01:18	2012-11-27 21:01:21	Door Bathroom		Grooming
2012-11-27 21:01:28	2012-11-27 21:02:23	Basin		Grooming
2012-11-27 21:04:27	2012-11-27 21:05:21	Toilet		Toileting
2012-11-27 21:06:28	2012-11-27 21:06:51	Basin		Grooming
2012-11-27 21:12:02	2012-11-27 21:12:13	Maindoor		Leaving
2012-11-28 01:37:15	2012-11-28 01:37:18	Maindoor		Leaving
2012-11-28 01:37:53	2012-11-28 01:37:56	Door Bathroom		Leaving
2012-11-28 01:41:37	2012-11-28 01:41:39	Door Bedroom		Grooming
2012-11-28 01:41:47	2012-11-28 01:42:22	Basin		Grooming
2012-11-28 01:49:31	2012-11-28 01:50:26	Toilet		Toileting
2012-11-28 01:49:41	2012-11-28 01:49:44	Door Bathroom		Toileting
2012-11-28 01:50:02	2012-11-28 01:50:04	Door Bathroom		Toileting
2012-11-28 01:50:29	2012-11-28 01:50:35	Door Bedroom		Toileting
2012-11-28 01:51:53	2012-11-28 09:12:37	Bed		Sleeping
2012-11-28 09:16:02	2012-11-28 09:16:06	Door Bedroom		Sleeping
2012-11-28 09:23:58	2012-11-28 09:25:21	Toilet		Toileting
2012-11-28 09:25:26	2012-11-28 09:25:29	Door Bedroom		Toileting
2012-11-28 09:27:15	2012-11-28 09:27:18	Door Bathroom		Breakfast
2012-11-28 09:27:34	2012-11-28 09:27:38	Door Kitchen		Breakfast
2012-11-28 09:29:09	2012-11-28 09:29:11	Fridge		Breakfast
2012-11-28 09:29:38	2012-11-28 09:29:40	Fridge		Breakfast
2012-11-28 09:43:30	2012-11-28 09:43:31	Door Kitchen		Breakfast
2012-11-28 09:43:45	2012-11-28 09:43:48	Door Bathroom		Breakfast
2012-11-28 09:44:37	2012-11-28 09:44:40	Door Bathroom		Breakfast
2012-11-28 09:44:49	2012-11-28 09:44:52	Door Kitchen		Breakfast
2012-11-28 09:45:40	2012-11-28 09:45:44	Fridge		Breakfast
2012-11-28 09:46:01	2012-11-28 09:46:03	Door Kitchen		Grooming
2012-11-28 09:46:42	2012-11-28 09:46:45	Basin		Grooming
2012-11-28 09:50:15	2012-11-28 09:56:08	Basin		Grooming
2012-11-28 10:00:30	2012-11-28 10:01:47	Toilet		Toileting
2012-11-28 10:04:24	2012-11-28 10:05:38	Basin		Grooming
2012-11-28 10:33:22	2012-11-28 10:33:24	Door Bathroom		Spare_Time/TV
2012-11-28 10:34:55	2012-11-28 10:44:57	Seat		Spare_Time/TV
2012-11-28 10:45:46	2012-11-28 10:45:49	Door Bathroom		Spare_Time/TV
2012-11-28 10:50:12	2012-11-28 10:50:16	Door Bathroom		Spare_Time/TV
2012-11-28 10:50:26	2012-11-28 11:03:07	Seat		Spare_Time/TV
2012-11-28 11:03:11	2012-11-28 11:03:14	Door Bathroom		Spare_Time/TV
2012-11-28 11:04:16	2012-11-28 11:04:19	Maindoor		Leaving
2012-11-28 12:27:42	2012-11-28 12:27:45	Maindoor		Leaving
2012-11-28 12:28:02	2012-11-28 12:28:04	Door Kitchen		Snack
2012-11-28 12:28:06	2012-11-28 12:28:09	Fridge		Snack
2012-11-28 12:28:45	2012-11-28 12:28:46	Door Kitchen		Snack
2012-11-28 12:58:09	2012-11-28 12:58:11	Door Kitchen		Spare_Time/TV
2012-11-28 12:58:22	2012-11-28 12:58:25	Door Bathroom		Spare_Time/TV
2012-11-28 13:03:24	2012-11-28 13:13:51	Seat		Spare_Time/TV
2012-11-28 13:14:16	2012-11-28 13:14:22	Door Bathroom		Spare_Time/TV
2012-11-28 13:16:33	2012-11-28 13:16:35	Door Kitchen		Snack
2012-11-28 13:17:48	2012-11-28 13:17:55	Fridge		Snack
2012-11-28 13:18:05	2012-11-28 13:18:12	Door Kitchen		Snack
2012-11-28 13:18:21	2012-11-28 13:18:24	Door Bathroom		Snack
2012-11-28 13:54:07	2012-11-28 13:54:10	Door Bathroom		Spare_Time/TV
2012-11-28 13:55:01	2012-11-28 14:22:48	Seat		Spare_Time/TV
2012-11-28 14:23:08	2012-11-28 14:23:11	Door Bathroom		Spare_Time/TV
2012-11-28 14:24:17	2012-11-28 14:24:28	Basin		Toileting
2012-11-28 14:24:51	2012-11-28 14:24:53	Door Bathroom		Toileting
2012-11-28 14:25:34	2012-11-28 14:25:38	Door Bathroom		Grooming
2012-11-28 14:28:03	2012-11-28 14:28:08	Maindoor		Leaving
2012-11-28 16:05:13	2012-11-28 16:05:16	Maindoor		Leaving
2012-11-28 16:05:29	2012-11-28 16:05:32	Door Bathroom		Leaving
2012-11-28 16:05:13	2012-11-28 16:05:16	Maindoor		Spare_Time/TV
2012-11-28 16:05:29	2012-11-28 16:05:32	Door Bathroom		Spare_Time/TV
2012-11-28 16:06:22	2012-11-28 17:37:18	Seat		Spare_Time/TV
2012-11-28 17:38:13	2012-11-28 17:38:16	Door Bathroom		Spare_Time/TV
2012-11-28 17:40:24	2012-11-28 17:45:35	Toilet		Toileting
2012-11-28 17:55:02	2012-11-28 17:55:05	Door Bathroom		Spare_Time/TV
2012-11-28 17:56:01	2012-11-28 19:28:45	Seat		Spare_Time/TV
2012-11-28 19:29:01	2012-11-28 19:29:05	Door Bathroom		Spare_Time/TV
2012-11-28 19:30:08	2012-11-28 19:30:12	Door Kitchen		Snack
2012-11-28 19:34:44	2012-11-28 19:34:48	Fridge		Snack
2012-11-28 19:35:33	2012-11-28 19:35:37	Door Kitchen		Snack
2012-11-28 19:48:19	2012-11-28 19:48:23	Maindoor		Leaving
2012-11-28 22:14:27	2012-11-28 22:14:34	Maindoor		Leaving
2012-11-28 22:15:02	2012-11-28 22:15:05	Door Kitchen		Dinner
2012-11-28 22:15:23	2012-11-28 22:15:30	Fridge		Dinner
2012-11-28 22:17:14	2012-11-28 22:17:16	Fridge		Dinner
2012-11-28 22:17:29	2012-11-28 22:17:33	Door Kitchen		Dinner
2012-11-28 22:17:45	2012-11-28 22:17:48	Door Bathroom		Dinner
2012-11-28 22:18:04	2012-11-28 22:18:09	Door Bathroom		Dinner
2012-11-28 22:18:17	2012-11-28 22:18:20	Door Bedroom		Dinner
2012-11-28 22:18:39	2012-11-28 22:18:43	Door Bedroom		Dinner
2012-11-28 22:19:00	2012-11-28 22:19:02	Door Bathroom		Spare_Time/TV
2012-11-28 22:20:00	2012-11-28 23:37:37	Seat		Spare_Time/TV
2012-11-28 23:38:15	2012-11-28 23:38:19	Door Bathroom		Spare_Time/TV
2012-11-28 23:38:34	2012-11-28 23:38:36	Door Kitchen		Spare_Time/TV
2012-11-28 23:38:46	2012-11-28 23:38:48	Door Kitchen		Spare_Time/TV
2012-11-28 23:55:12	2012-11-28 23:55:14	Door Bathroom		Toileting
2012-11-28 23:55:32	2012-11-28 23:55:37	Door Bathroom		Toileting
2012-11-28 23:56:39	2012-11-28 23:56:43	Door Bedroom		Grooming
2012-11-28 23:58:16	2012-11-28 23:58:19	Door Bathroom		Grooming
2012-11-28 23:58:28	2012-11-29 00:00:03	Basin		Grooming
2012-11-29 00:00:33	2012-11-29 00:00:38	Door Bedroom		Grooming
2012-11-29 00:00:33	2012-11-29 00:00:38	Door Bedroom		Sleeping
2012-11-29 00:58:41	2012-11-29 00:58:45	Door Bedroom		Grooming
2012-11-29 00:59:49	2012-11-29 00:59:53	Door Bedroom		Sleeping
2012-11-29 01:00:07	2012-11-29 09:34:17	Bed		Sleeping
2012-11-29 09:35:26	2012-11-29 09:35:28	Door Bedroom		Sleeping
2012-11-29 09:38:03	2012-11-29 09:38:06	Door Bathroom		Breakfast
2012-11-29 09:38:45	2012-11-29 09:38:47	Door Kitchen		Breakfast
2012-11-29 09:41:08	2012-11-29 09:41:10	Fridge		Breakfast
2012-11-29 09:41:33	2012-11-29 09:41:35	Fridge		Breakfast
2012-11-29 09:42:59	2012-11-29 09:43:03	Fridge		Breakfast
2012-11-29 09:45:22	2012-11-29 09:45:29	Door Kitchen		Breakfast
2012-11-29 09:45:44	2012-11-29 09:45:48	Door Bedroom		Breakfast
2012-11-29 09:50:32	2012-11-29 09:56:53	Toilet		Toileting
2012-11-29 09:52:57	2012-11-29 09:52:59	Door Kitchen		Toileting
2012-11-29 09:54:10	2012-11-29 09:54:13	Door Kitchen		Toileting
2012-11-29 09:55:28	2012-11-29 09:55:31	Door Bathroom		Toileting
2012-11-29 09:55:51	2012-11-29 09:55:54	Door Bathroom		Toileting
2012-11-29 10:04:10	2012-11-29 10:04:34	Basin		Grooming
2012-11-29 10:04:46	2012-11-29 10:04:49	Door Bathroom		Grooming
2012-11-29 10:05:28	2012-11-29 10:05:31	Door Bathroom		Grooming
2012-11-29 10:05:54	2012-11-29 10:06:36	Basin		Grooming
2012-11-29 10:15:12	2012-11-29 10:20:43	Basin		Grooming
2012-11-29 10:30:13	2012-11-29 10:31:17	Basin		Grooming
2012-11-29 10:34:49	2012-11-29 10:36:06	Toilet		Toileting
2012-11-29 10:45:46	2012-11-29 10:45:50	Maindoor		Leaving
2012-11-29 13:39:54	2012-11-29 13:39:59	Maindoor		Leaving
2012-11-29 14:27:07	2012-11-29 14:27:13	Door Bathroom		Spare_Time/TV
2012-11-29 15:05:25	2012-11-29 15:05:28	Door Bathroom		Spare_Time/TV
2012-11-29 15:05:37	2012-11-29 15:05:39	Door Kitchen		Spare_Time/TV
2012-11-29 15:08:06	2012-11-29 15:08:10	Door Bathroom		Spare_Time/TV
2012-11-29 15:09:02	2012-11-29 15:31:35	Seat		Spare_Time/TV
2012-11-29 15:32:05	2012-11-29 15:32:18	Door Bathroom		Spare_Time/TV
2012-11-29 15:32:22	2012-11-29 15:32:25	Door Kitchen		Spare_Time/TV
2012-11-29 16:12:36	2012-11-29 16:12:48	Basin		Grooming
2012-11-29 16:13:00	2012-11-29 16:13:02	Door Bathroom		Toileting
2012-11-29 16:13:28	2012-11-29 16:13:31	Door Bathroom		Toileting
2012-11-29 16:13:42	2012-11-29 16:13:44	Door Kitchen		Toileting
2012-11-29 16:17:52	2012-11-29 16:17:54	Door Kitchen		Toileting
2012-11-29 16:18:16	2012-11-29 16:18:19	Door Bathroom		Spare_Time/TV
2012-11-29 16:19:01	2012-11-29 18:14:42	Seat		Spare_Time/TV
2012-11-29 18:15:52	2012-11-29 18:15:55	Door Bathroom		Spare_Time/TV
2012-11-29 18:16:08	2012-11-29 18:16:11	Door Kitchen		Snack
2012-11-29 18:18:33	2012-11-29 18:18:55	Fridge		Snack
2012-11-29 18:19:51	2012-11-29 18:19:59	Door Kitchen		Snack
2012-11-29 18:44:51	2012-11-29 18:44:54	Door Bathroom		Spare_Time/TV
2012-11-29 18:45:34	2012-11-29 19:35:57	Seat		Spare_Time/TV
2012-11-29 19:36:02	2012-11-29 19:36:04	Door Bathroom		Spare_Time/TV
2012-11-29 19:36:11	2012-11-29 19:36:14	Door Bathroom		Spare_Time/TV
2012-11-29 19:37:19	2012-11-29 20:57:26	Seat		Spare_Time/TV
2012-11-29 20:58:04	2012-11-29 20:58:08	Door Bathroom		Spare_Time/TV
2012-11-29 21:01:06	2012-11-29 21:01:09	Basin		Grooming
2012-11-29 21:01:27	2012-11-29 21:01:32	Door Bedroom		Grooming
2012-11-29 21:01:37	2012-11-29 21:01:41	Door Bedroom		Grooming
2012-11-29 21:01:48	2012-11-29 21:01:51	Door Bathroom		Grooming
2012-11-29 21:02:43	2012-11-29 21:31:33	Seat		Spare_Time/TV
2012-11-29 21:32:49	2012-11-29 21:32:52	Door Bathroom		Spare_Time/TV
2012-11-29 22:26:00	2012-11-29 22:26:03	Door Kitchen		Dinner
2012-11-29 22:26:09	2012-11-29 22:26:14	Fridge		Dinner
2012-11-29 22:26:22	2012-11-29 22:26:25	Door Kitchen		Dinner
2012-11-29 22:26:40	2012-11-29 22:26:43	Door Bathroom		Dinner
2012-11-29 23:35:43	2012-11-29 23:35:46	Door Bathroom		Dinner
2012-11-29 23:35:50	2012-11-29 23:35:53	Door Bedroom		Dinner
2012-11-30 00:18:08	2012-11-30 00:18:10	Door Bedroom		Spare_Time/TV
2012-11-30 00:18:47	2012-11-30 00:18:50	Door Bathroom		Spare_Time/TV
2012-11-30 00:32:10	2012-11-30 00:32:13	Door Bathroom		Spare_Time/TV
2012-11-30 00:32:46	2012-11-30 00:32:49	Door Bathroom		Spare_Time/TV
2012-11-30 01:39:01	2012-11-30 01:39:04	Door Bathroom		Spare_Time/TV
2012-11-30 01:40:31	2012-11-30 01:40:36	Door Bedroom		Toileting
2012-11-30 07:40:43	2012-11-30 07:40:46	Door Bedroom		Sleeping
2012-11-30 07:43:01	2012-11-30 07:43:06	Door Bedroom		Sleeping
2012-11-30 07:44:23	2012-11-30 09:19:25	Bed		Sleeping
2012-11-30 10:20:42	2012-11-30 10:20:45	Door Bedroom		Sleeping
2012-11-30 10:25:46	2012-11-30 10:31:37	Toilet		Toileting
2012-11-30 10:26:52	2012-11-30 10:26:56	Door Bathroom		Toileting
2012-11-30 10:27:06	2012-11-30 10:27:08	Door Bathroom		Toileting
2012-11-30 10:27:14	2012-11-30 10:28:47	Basin		Toileting
2012-11-30 10:29:05	2012-11-30 10:29:08	Door Bathroom		Toileting
2012-11-30 10:27:06	2012-11-30 10:27:08	Door Bathroom		Grooming
2012-11-30 10:27:14	2012-11-30 10:28:47	Basin		Grooming
2012-11-30 10:51:19	2012-11-30 10:51:22	Door Bathroom		Breakfast
2012-11-30 10:51:36	2012-11-30 10:51:37	Door Kitchen		Breakfast
2012-11-30 10:52:52	2012-11-30 10:52:55	Fridge		Breakfast
2012-11-30 10:53:25	2012-11-30 10:53:27	Fridge		Breakfast
2012-11-30 10:53:30	2012-11-30 10:53:40	Fridge		Breakfast
2012-11-30 11:13:55	2012-11-30 11:14:05	Fridge		Breakfast
2012-11-30 11:31:15	2012-11-30 11:31:23	Cupboard		Breakfast
2012-11-30 11:35:40	2012-11-30 11:35:42	Door Kitchen		Breakfast
2012-11-30 11:35:52	2012-11-30 11:35:55	Door Bathroom		Breakfast
2012-11-30 11:36:11	2012-11-30 11:36:14	Door Bathroom		Breakfast
2012-11-30 11:36:18	2012-11-30 11:36:22	Door Bedroom		Breakfast
2012-11-30 11:41:13	2012-11-30 11:41:15	Door Bedroom		Breakfast
2012-11-30 11:41:29	2012-11-30 11:41:31	Door Kitchen		Breakfast
2012-11-30 11:42:38	2012-11-30 11:42:45	Fridge		Breakfast
2012-11-30 11:51:16	2012-11-30 11:51:18	Door Kitchen		Breakfast
2012-11-30 11:51:29	2012-11-30 11:51:32	Door Bathroom		Breakfast
2012-11-30 11:51:38	2012-11-30 11:51:40	Door Bathroom		Breakfast
2012-11-30 11:52:27	2012-11-30 11:56:38	Basin		Grooming
2012-11-30 11:57:17	2012-11-30 12:00:45	Shower		Showering
2012-11-30 12:02:55	2012-11-30 12:03:36	Basin		Grooming
2012-11-30 12:04:02	2012-11-30 12:04:05	Door Bathroom		Spare_Time/TV
2012-11-30 12:26:30	2012-11-30 12:26:33	Door Bathroom		Grooming
2012-11-30 12:26:38	2012-11-30 12:30:52	Basin		Grooming
2012-11-30 12:54:14	2012-11-30 12:54:54	Basin		Toileting
2012-11-30 12:55:16	2012-11-30 12:55:19	Door Bathroom		Grooming
2012-11-30 12:56:27	2012-11-30 14:34:09	Seat		Spare_Time/TV
2012-11-30 14:35:39	2012-11-30 14:35:42	Door Bathroom		Spare_Time/TV
2012-11-30 14:35:53	2012-11-30 14:35:58	Door Kitchen		Spare_Time/TV
2012-11-30 15:08:36	2012-11-30 15:08:39	Door Bathroom		Lunch
2012-11-30 15:08:48	2012-11-30 15:08:50	Door Kitchen		Lunch
2012-11-30 15:17:06	2012-11-30 15:17:09	Door Kitchen		Lunch
2012-11-30 15:17:19	2012-11-30 15:17:23	Door Bathroom		Lunch
2012-11-30 15:17:34	2012-11-30 15:17:39	Door Bathroom		Lunch
2012-11-30 15:17:46	2012-11-30 15:17:49	Door Kitchen		Lunch
2012-11-30 15:17:52	2012-11-30 15:17:57	Fridge		Lunch
2012-11-30 15:18:35	2012-11-30 15:18:39	Fridge		Lunch
2012-11-30 15:19:21	2012-11-30 15:19:23	Door Kitchen		Lunch
2012-11-30 15:19:35	2012-11-30 15:19:39	Door Bathroom		Lunch
2012-11-30 15:19:50	2012-11-30 15:19:56	Door Bathroom		Lunch
2012-11-30 15:19:58	2012-11-30 15:20:00	Door Kitchen		Lunch
2012-11-30 15:20:09	2012-11-30 15:20:11	Door Kitchen		Lunch
2012-11-30 15:20:21	2012-11-30 15:20:24	Door Bathroom		Lunch
2012-11-30 15:20:09	2012-11-30 15:20:11	Door Kitchen		Spare_Time/TV
2012-11-30 15:20:21	2012-11-30 15:20:24	Door Bathroom		Spare_Time/TV
2012-11-30 15:21:27	2012-11-30 17:29:09	Seat		Spare_Time/TV
2012-11-30 17:30:40	2012-11-30 17:30:44	Door Bathroom		Snack
2012-11-30 17:30:56	2012-11-30 17:30:58	Door Kitchen		Snack
2012-11-30 17:42:30	2012-11-30 17:42:43	Fridge		Snack
2012-11-30 17:42:57	2012-11-30 17:42:59	Door Kitchen		Snack
2012-11-30 17:46:06	2012-11-30 17:47:58	Toilet		Toileting
2012-11-30 17:51:32	2012-11-30 17:51:36	Door Kitchen		Spare_Time/TV
2012-11-30 17:51:51	2012-11-30 17:51:54	Door Bathroom		Spare_Time/TV
2012-11-30 17:52:17	2012-11-30 20:23:58	Seat		Spare_Time/TV
2012-11-30 20:24:56	2012-11-30 20:24:59	Door Bathroom		Spare_Time/TV
2012-11-30 20:25:13	2012-11-30 20:25:14	Door Kitchen		Spare_Time/TV
2012-11-30 20:25:45	2012-11-30 20:25:47	Door Kitchen		Spare_Time/TV
2012-11-30 20:26:01	2012-11-30 20:26:04	Door Bathroom		Spare_Time/TV
2012-11-30 20:27:27	2012-11-30 22:11:57	Seat		Spare_Time/TV
2012-11-30 22:12:05	2012-11-30 22:12:08	Door Bathroom		Spare_Time/TV
2012-11-30 22:12:20	2012-11-30 22:12:24	Door Kitchen		Spare_Time/TV
2012-11-30 22:12:39	2012-11-30 22:12:51	Fridge		Spare_Time/TV
2012-11-30 22:12:05	2012-11-30 22:12:08	Door Bathroom		Dinner
2012-11-30 22:12:20	2012-11-30 22:12:24	Door Kitchen		Dinner
2012-11-30 22:12:39	2012-11-30 22:12:51	Fridge		Dinner
2012-11-30 22:20:39	2012-11-30 22:20:42	Door Kitchen		Dinner
2012-11-30 22:20:51	2012-11-30 22:20:54	Door Bathroom		Dinner
2012-11-30 22:40:00	2012-11-30 22:40:03	Door Bathroom		Spare_Time/TV
2012-12-01 00:05:46	2012-12-01 00:05:50	Door Bathroom		Spare_Time/TV
2012-12-01 00:10:10	2012-12-01 00:10:12	Door Bedroom		Grooming
2012-12-01 00:10:20	2012-12-01 00:11:26	Basin		Grooming
2012-12-01 00:16:18	2012-12-01 00:16:21	Basin		Grooming
2012-12-01 00:18:00	2012-12-01 00:18:02	Door Bedroom		Sleeping
2012-12-01 00:18:49	2012-12-01 09:40:31	Bed		Sleeping
2012-12-01 09:40:40	2012-12-01 09:40:43	Door Bedroom		Sleeping
2012-12-01 09:46:39	2012-12-01 09:47:37	Toilet		Toileting
2012-12-01 09:47:13	2012-12-01 09:47:15	Door Bedroom		Toileting
2012-12-01 09:47:26	2012-12-01 09:47:29	Door Bedroom		Toileting
2012-12-01 09:50:13	2012-12-01 09:50:16	Door Bathroom		Breakfast
2012-12-01 09:50:28	2012-12-01 09:50:30	Door Kitchen		Breakfast
2012-12-01 10:09:46	2012-12-01 10:09:50	Door Kitchen		Breakfast
2012-12-01 10:34:30	2012-12-01 10:36:56	Basin		Grooming
2012-12-01 10:37:12	2012-12-01 10:43:43	Shower		Showering
2012-12-01 10:45:29	2012-12-01 10:48:03	Basin		Grooming
2012-12-01 10:54:06	2012-12-01 10:54:10	Basin		Grooming
2012-12-01 10:54:36	2012-12-01 10:54:39	Door Bathroom		Grooming
2012-12-01 11:29:24	2012-12-01 11:29:26	Door Bathroom		Snack
2012-12-01 11:29:35	2012-12-01 11:29:37	Door Kitchen		Snack
2012-12-01 11:35:37	2012-12-01 11:35:56	Fridge		Snack
2012-12-01 11:36:00	2012-12-01 11:36:02	Door Kitchen		Snack
2012-12-01 12:16:05	2012-12-01 12:16:11	Maindoor		Leaving
2012-12-01 12:49:27	2012-12-01 12:49:33	Maindoor		Leaving
2012-12-01 12:52:11	2012-12-01 12:53:15	Toilet		Toileting
2012-12-01 12:52:28	2012-12-01 12:52:33	Door Bathroom		Toileting
2012-12-01 12:53:49	2012-12-01 12:53:51	Door Bathroom		Toileting
2012-12-01 13:37:30	2012-12-01 13:37:33	Door Kitchen		Lunch
2012-12-01 14:10:47	2012-12-01 14:10:49	Door Kitchen		Lunch
2012-12-01 15:49:11	2012-12-01 15:49:14	Door Kitchen		Snack
2012-12-01 15:53:43	2012-12-01 15:53:47	Fridge		Snack
2012-12-01 15:53:57	2012-12-01 15:53:59	Door Kitchen		Snack
2012-12-01 18:28:31	2012-12-01 18:28:39	Door Bathroom		Snack
2012-12-01 18:28:53	2012-12-01 18:28:57	Door Kitchen		Snack
2012-12-01 18:29:30	2012-12-01 18:29:43	Fridge		Snack
2012-12-01 18:45:40	2012-12-01 18:45:43	Door Kitchen		Snack
2012-12-01 18:52:00	2012-12-01 18:52:57	Toilet		Toileting
2012-12-01 18:52:14	2012-12-01 18:52:17	Door Bathroom		Toileting
2012-12-01 18:53:45	2012-12-01 20:36:06	Seat		Spare_Time/TV
2012-12-01 20:36:44	2012-12-01 20:36:46	Door Bathroom		Spare_Time/TV
2012-12-01 21:10:04	2012-12-01 21:10:08	Basin		Grooming
2012-12-01 21:20:19	2012-12-01 21:20:21	Maindoor		Leaving
2012-12-02 01:25:53	2012-12-02 01:25:59	Maindoor		Leaving
2012-12-02 01:32:33	2012-12-02 01:33:50	Basin		Grooming
2012-12-02 01:38:38	2012-12-02 01:39:23	Toilet		Toileting
2012-12-02 01:39:30	2012-12-02 01:39:35	Door Bathroom		Toileting
2012-12-02 01:41:02	2012-12-02 01:41:04	Door Bathroom		Sleeping
2012-12-02 01:41:09	2012-12-02 01:41:13	Door Bedroom		Sleeping
2012-12-02 01:42:23	2012-12-02 09:19:32	Bed		Sleeping
